Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Reveal Cards In Increasing Order,0,0.833,https://leetcode.com/problems/reveal-cards-in-increasing-order,"Array, Queue, Sorting, Simulation"
EASY,Majority Element,0,0.6579999999999999,https://leetcode.com/problems/majority-element,"Array, Hash Table, Divide and Conquer, Sorting, Counting"
MEDIUM,Minimum Path Sum,0,0.6659999999999999,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix"
MEDIUM,Binary Search Tree Iterator,0,0.75,https://leetcode.com/problems/binary-search-tree-iterator,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator"
MEDIUM,Maximum Subarray,0,0.521,https://leetcode.com/problems/maximum-subarray,"Array, Divide and Conquer, Dynamic Programming"
MEDIUM,Partition Array for Maximum Sum,0,0.77,https://leetcode.com/problems/partition-array-for-maximum-sum,"Array, Dynamic Programming"
EASY,Two Sum IV - Input is a BST,0,0.623,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
HARD,Cherry Pickup,0,0.379,https://leetcode.com/problems/cherry-pickup,"Array, Dynamic Programming, Matrix"
MEDIUM,Lowest Common Ancestor of a Binary Search Tree,0,0.685,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
EASY,Search in a Binary Search Tree,0,0.818,https://leetcode.com/problems/search-in-a-binary-search-tree,"Tree, Binary Search Tree, Binary Tree"
MEDIUM,Letter Combinations of a Phone Number,0,0.64,https://leetcode.com/problems/letter-combinations-of-a-phone-number,"Hash Table, String, Backtracking"
MEDIUM,All Ancestors of a Node in a Directed Acyclic Graph,0,0.619,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
MEDIUM,Product of Array Except Self,0,0.6779999999999999,https://leetcode.com/problems/product-of-array-except-self,"Array, Prefix Sum"
MEDIUM,Maximum Value at a Given Index in a Bounded Array,0,0.3879999999999999,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,"Math, Binary Search, Greedy"
HARD,N-Queens,0,0.73,https://leetcode.com/problems/n-queens,"Array, Backtracking"
MEDIUM,Binary Search Tree to Greater Sum Tree,0,0.883,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,01 Matrix,0,0.516,https://leetcode.com/problems/01-matrix,"Array, Dynamic Programming, Breadth-First Search, Matrix"
EASY,N-ary Tree Postorder Traversal,0,0.807,https://leetcode.com/problems/n-ary-tree-postorder-traversal,"Stack, Tree, Depth-First Search"
MEDIUM,Longest Arithmetic Subsequence,0,0.495,https://leetcode.com/problems/longest-arithmetic-subsequence,"Array, Hash Table, Binary Search, Dynamic Programming"
MEDIUM,Maximum Points You Can Obtain from Cards,0,0.5579999999999999,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,"Array, Sliding Window, Prefix Sum"
MEDIUM,Count Square Submatrices with All Ones,0,0.787,https://leetcode.com/problems/count-square-submatrices-with-all-ones,"Array, Dynamic Programming, Matrix"
MEDIUM,3Sum,0,0.372,https://leetcode.com/problems/3sum,"Array, Two Pointers, Sorting"
MEDIUM,Range Sum Query 2D - Immutable,0,0.5660000000000001,https://leetcode.com/problems/range-sum-query-2d-immutable,"Array, Design, Matrix, Prefix Sum"
MEDIUM,Partition Array According to Given Pivot,0,0.899,https://leetcode.com/problems/partition-array-according-to-given-pivot,"Array, Two Pointers, Simulation"
HARD,Split Array Largest Sum,0,0.583,https://leetcode.com/problems/split-array-largest-sum,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum"
MEDIUM,Find K Pairs with Smallest Sums,0,0.408,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,"Array, Heap (Priority Queue)"
MEDIUM,Find All Groups of Farmland,0,0.755,https://leetcode.com/problems/find-all-groups-of-farmland,"Array, Depth-First Search, Breadth-First Search, Matrix"
EASY,Transpose Matrix,0,0.7440000000000001,https://leetcode.com/problems/transpose-matrix,"Array, Matrix, Simulation"
MEDIUM,Subsets II,0,0.596,https://leetcode.com/problems/subsets-ii,"Array, Backtracking, Bit Manipulation"
HARD,Word Ladder,0,0.43,https://leetcode.com/problems/word-ladder,"Hash Table, String, Breadth-First Search"
MEDIUM,Jump Game II,0,0.416,https://leetcode.com/problems/jump-game-ii,"Array, Dynamic Programming, Greedy"
MEDIUM,Longest Increasing Subsequence,0,0.579,https://leetcode.com/problems/longest-increasing-subsequence,"Array, Binary Search, Dynamic Programming"
HARD,Longest Happy Prefix,0,0.492,https://leetcode.com/problems/longest-happy-prefix,"String, Rolling Hash, String Matching, Hash Function"
HARD,Meeting Rooms III,0,0.439,https://leetcode.com/problems/meeting-rooms-iii,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
HARD,Serialize and Deserialize Binary Tree,0,0.591,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
MEDIUM,Minimum Cost to Convert String I,0,0.575,https://leetcode.com/problems/minimum-cost-to-convert-string-i,"Array, String, Graph, Shortest Path"
MEDIUM,Edit Distance,0,0.589,https://leetcode.com/problems/edit-distance,"String, Dynamic Programming"
HARD,Maximal Rectangle,0,0.539,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
HARD,Minimum Cost to Hire K Workers,0,0.635,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,"Array, Greedy, Sorting, Heap (Priority Queue)"
EASY,Reverse Linked List,0,0.7929999999999999,https://leetcode.com/problems/reverse-linked-list,"Linked List, Recursion"
MEDIUM,Maximum XOR of Two Numbers in an Array,0,0.5329999999999999,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,"Array, Hash Table, Bit Manipulation, Trie"
HARD,Number of Flowers in Full Bloom,0,0.5720000000000001,https://leetcode.com/problems/number-of-flowers-in-full-bloom,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set"
MEDIUM,Total Cost to Hire K Workers,0,0.431,https://leetcode.com/problems/total-cost-to-hire-k-workers,"Array, Two Pointers, Heap (Priority Queue), Simulation"
MEDIUM,Reorder Routes to Make All Paths Lead to the City Zero,0,0.6509999999999999,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,"Depth-First Search, Breadth-First Search, Graph"
MEDIUM,Convert BST to Greater Tree,0,0.706,https://leetcode.com/problems/convert-bst-to-greater-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Combination Sum II,0,0.578,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
MEDIUM,Reverse Words in a String,0,0.522,https://leetcode.com/problems/reverse-words-in-a-string,"Two Pointers, String"
HARD,Kth Smallest Product of Two Sorted Arrays,0,0.491,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays,"Array, Binary Search"
HARD,Kth Smallest Number in Multiplication Table,0,0.529,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table,"Math, Binary Search"
HARD,Integer to English Words,0,0.344,https://leetcode.com/problems/integer-to-english-words,"Math, String, Recursion"
HARD,Patching Array,0,0.535,https://leetcode.com/problems/patching-array,"Array, Greedy"
MEDIUM,Min Stack,0,0.565,https://leetcode.com/problems/min-stack,"Stack, Design"
EASY,Linked List Cycle,0,0.527,https://leetcode.com/problems/linked-list-cycle,"Hash Table, Linked List, Two Pointers"
HARD,Number of Paths with Max Score,0,0.411,https://leetcode.com/problems/number-of-paths-with-max-score,"Array, Dynamic Programming, Matrix"
HARD,Burst Balloons,0,0.615,https://leetcode.com/problems/burst-balloons,"Array, Dynamic Programming"
MEDIUM,Clone Graph,0,0.626,https://leetcode.com/problems/clone-graph,"Hash Table, Depth-First Search, Breadth-First Search, Graph"
EASY,Relative Sort Array,0,0.7490000000000001,https://leetcode.com/problems/relative-sort-array,"Array, Hash Table, Sorting, Counting Sort"
MEDIUM,Binary Tree Right Side View,0,0.672,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
HARD,Trapping Rain Water,0,0.652,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
MEDIUM,Largest Divisible Subset,0,0.489,https://leetcode.com/problems/largest-divisible-subset,"Array, Math, Dynamic Programming, Sorting"
MEDIUM,Copy List with Random Pointer,0,0.607,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List"
HARD,Second Minimum Time to Reach Destination,0,0.625,https://leetcode.com/problems/second-minimum-time-to-reach-destination,"Breadth-First Search, Graph, Shortest Path"
MEDIUM,Implement Trie (Prefix Tree),0,0.68,https://leetcode.com/problems/implement-trie-prefix-tree,"Hash Table, String, Design, Trie"
HARD,Stamping The Sequence,0,0.619,https://leetcode.com/problems/stamping-the-sequence,"String, Stack, Greedy, Queue"
MEDIUM,Single Number III,0,0.706,https://leetcode.com/problems/single-number-iii,"Array, Bit Manipulation"
MEDIUM,Maximum Number of Events That Can Be Attended,0,0.33,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,"Array, Greedy, Sorting, Heap (Priority Queue)"
EASY,Min Cost Climbing Stairs,0,0.6729999999999999,https://leetcode.com/problems/min-cost-climbing-stairs,"Array, Dynamic Programming"
HARD,Number of Pairs Satisfying Inequality,0,0.455,https://leetcode.com/problems/number-of-pairs-satisfying-inequality,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
HARD,Number of Submatrices That Sum to Target,0,0.745,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,"Array, Hash Table, Matrix, Prefix Sum"
MEDIUM,Coin Change II,0,0.621,https://leetcode.com/problems/coin-change-ii,"Array, Dynamic Programming"
HARD,Minimum Falling Path Sum II,0,0.638,https://leetcode.com/problems/minimum-falling-path-sum-ii,"Array, Dynamic Programming, Matrix"
MEDIUM,Path Sum II,0,0.606,https://leetcode.com/problems/path-sum-ii,"Backtracking, Tree, Depth-First Search, Binary Tree"
MEDIUM,Daily Temperatures,0,0.674,https://leetcode.com/problems/daily-temperatures,"Array, Stack, Monotonic Stack"
EASY,Increasing Order Search Tree,0,0.787,https://leetcode.com/problems/increasing-order-search-tree,"Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Target Sum,0,0.509,https://leetcode.com/problems/target-sum,"Array, Dynamic Programming, Backtracking"
MEDIUM,Rotting Oranges,0,0.5670000000000001,https://leetcode.com/problems/rotting-oranges,"Array, Breadth-First Search, Matrix"
HARD,Maximum Frequency Stack,0,0.662,https://leetcode.com/problems/maximum-frequency-stack,"Hash Table, Stack, Design, Ordered Set"
EASY,Find Mode in Binary Search Tree,0,0.5760000000000001,https://leetcode.com/problems/find-mode-in-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Find Peak Element,0,0.465,https://leetcode.com/problems/find-peak-element,"Array, Binary Search"
MEDIUM,Beautiful Towers II,0,0.347,https://leetcode.com/problems/beautiful-towers-ii,"Array, Stack, Monotonic Stack"
HARD,First Missing Positive,0,0.412,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table"
MEDIUM,Count the Number of Good Subarrays,0,0.66,https://leetcode.com/problems/count-the-number-of-good-subarrays,"Array, Hash Table, Sliding Window"
MEDIUM,Course Schedule II,0,0.535,https://leetcode.com/problems/course-schedule-ii,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
EASY,Binary Tree Preorder Traversal,0,0.7340000000000001,https://leetcode.com/problems/binary-tree-preorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
MEDIUM,Subarray Sums Divisible by K,0,0.557,https://leetcode.com/problems/subarray-sums-divisible-by-k,"Array, Hash Table, Prefix Sum"
MEDIUM,Rotate Array,0,0.431,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers"
